Wall time,Step,Value
1495126424.5880585,0,0.04499250650405884
1495126526.7510061,200,0.10386893153190613
1495126614.2770996,400,0.012123703956604004
1495126699.458812,600,0.006659030914306641
1495126783.5013506,800,0.004828929901123047
1495127081.068546,1000,0.0035834312438964844
1495127178.995209,1200,0.005276143550872803
1495127263.479742,1400,0.006625711917877197
1495127346.520855,1600,0.0053250789642333984
1495127433.952403,1800,0.003243386745452881
1495127728.5416741,2000,0.00306093692779541
1495127830.317324,2200,0.0033164620399475098
1495127914.164059,2400,0.0037462711334228516
1495127997.4613342,2600,0.003570258617401123
1495128081.1658475,2800,0.0018531084060668945
1495128372.5084858,3000,0.004688620567321777
1495128470.4991112,3200,0.0029504895210266113
1495128559.0946314,3400,0.0023149847984313965
1495128642.957149,3600,0.0034676790237426758
1495128727.1286113,3800,0.0016003251075744629
1495129025.3980699,4000,0.0043305158615112305
1495129126.3598714,4200,0.0028435587882995605
1495129214.1048183,4400,0.001576542854309082
1495129300.8189862,4600,0.0019080042839050293
1495129387.0190144,4800,0.0034415721893310547
1495129682.3511937,5000,0.0011183619499206543
1495129783.2518294,5200,0.0028023123741149902
1495129869.9605753,5400,0.0016112327575683594
1495129958.03256,5600,0.0011140704154968262
1495130044.9151604,5800,0.0026370882987976074
1495130342.99216,6000,0.002298891544342041
1495130442.3094103,6200,0.0010170340538024902
1495130527.9221334,6400,0.0036104917526245117
1495130612.5733218,6600,0.0031204819679260254
1495130697.3949435,6800,0.002009451389312744
1495130991.0973854,7000,0.0021687746047973633
1495131090.9384687,7200,0.0017750859260559082
1495131178.0505846,7400,0.0012009143829345703
1495131265.1033256,7600,0.000779271125793457
1495131351.829469,7800,0.0011456012725830078
1495131647.3077834,8000,0.0015811324119567871
1495131747.32671,8200,0.0016623735427856445
1495131830.1419303,8400,0.0014234185218811035
1495131916.1290665,8600,0.0018276572227478027
1495132003.3394344,8800,0.0006942152976989746
1495132298.913019,9000,0.0017029643058776855
1495132396.9739687,9200,0.002264261245727539
1495132485.4423838,9400,0.0008890628814697266
1495132570.861853,9600,0.0011091828346252441
1495132656.9771628,9800,0.0022546052932739258
1495133678.841998,10000,0.0009461045265197754
1495133781.7915738,10200,0.001343071460723877
1495133867.6979194,10400,0.0012096762657165527
1495133955.0424714,10600,0.0011092424392700195
1495134043.9422197,10800,0.0007353425025939941
1495134334.7780898,11000,0.000672459602355957
1495134427.851935,11200,0.0006713271141052246
1495134510.9725478,11400,0.0009259581565856934
1495134601.8468747,11600,0.0011176466941833496
1495134687.24816,11800,0.0010551214218139648
1495134990.5117135,12000,0.0008623003959655762
1495135086.6201427,12200,0.001046299934387207
1495135168.2744668,12400,0.0007993578910827637
1495135260.071131,12600,0.0004850029945373535
1495135342.6454387,12800,0.0006576776504516602
1495135637.5317538,13000,0.0006570816040039062
1495135732.2944252,13200,0.0006206035614013672
1495135827.9473748,13400,0.0004647970199584961
1495135911.888312,13600,0.0005574226379394531
1495135996.6298523,13800,0.001083672046661377
1495136286.370539,14000,0.000741124153137207
1495136383.0540707,14200,0.0005289316177368164
1495136465.8029566,14400,0.0007472634315490723
1495136555.3459818,14600,0.0003254413604736328
1495136637.080835,14800,0.0013011693954467773
1495136920.5271246,15000,0.0004813075065612793
1495137010.5334187,15200,0.0007129311561584473
1495137087.1455464,15400,0.0004596710205078125
1495137163.0985785,15600,0.0005276203155517578
1495137239.1494622,15800,0.001237332820892334
1495137519.4114857,16000,0.0008060932159423828
1495137605.6867821,16200,0.0005524158477783203
1495137683.2190795,16400,0.0006579756736755371
1495137759.7546942,16600,0.0008263587951660156
1495137841.8532388,16800,0.0005467534065246582
1495138120.7682579,17000,0.0005534887313842773
1495138207.1147132,17200,0.0009038448333740234
1495138283.6644433,17400,0.0005884170532226562
1495138361.927442,17600,0.0005292296409606934
1495138438.2977424,17800,0.0006707310676574707
1495138718.0996242,18000,0.0007814168930053711
1495138805.8311253,18200,0.000273287296295166
1495138882.7866669,18400,0.00034439563751220703
1495138959.9296167,18600,0.00029754638671875
1495139038.422785,18800,0.00039708614349365234
1495139327.4965367,19000,0.00026804208755493164
1495139415.1152968,19200,0.0003439188003540039
1495139492.3560517,19400,0.00048536062240600586
1495139570.1328466,19600,0.0003578066825866699
1495139646.9646347,19800,0.00034242868423461914
1495140638.365872,20000,0.0005497932434082031
1495140728.906994,20200,0.0004550814628601074
1495140812.9937437,20400,0.0008804798126220703
1495140893.4942558,20600,0.0008603334426879883
1495140984.7232468,20800,0.00035119056701660156
1495141272.0135505,21000,0.0003795027732849121
1495141365.0111682,21200,0.0006077885627746582
1495141452.9992507,21400,0.00030684471130371094
1495141535.4680517,21600,0.00026804208755493164
1495141618.1137316,21800,0.0002741217613220215
1495141908.5411704,22000,0.00038510560989379883
1495141999.4044082,22200,0.0003222823143005371
1495142089.1990411,22400,0.0004494786262512207
1495142173.0202837,22600,0.00021380186080932617
1495142263.4704876,22800,0.00040328502655029297
1495142554.0962946,23000,0.00045627355575561523
1495142651.359038,23200,0.00041866302490234375
1495142741.5350199,23400,0.00045883655548095703
1495142823.5683203,23600,0.0004456043243408203
1495142916.4891582,23800,0.0007526278495788574
1495143204.0969322,24000,0.0003120303153991699
1495143303.6102824,24200,0.0004774928092956543
1495143386.362317,24400,0.00020420551300048828
1495143477.054822,24600,0.00045228004455566406
1495143559.8434913,24800,0.0005025863647460938
1495143848.1108377,25000,0.0007026791572570801
1495143943.3312953,25200,0.0007297992706298828
1495144026.2762275,25400,0.0006298422813415527
1495144120.8580973,25600,0.0005381107330322266
