Wall time,Step,Value
1495126445.9482243,0,0.03413653373718262
1495126608.8637896,200,0.44110366702079773
1495126759.1963196,400,0.34425288438796997
1495126905.4625363,600,0.45368432998657227
1495127058.263127,800,0.2673816382884979
1495127553.5213711,1000,0.503054678440094
1495127721.0414379,1200,0.15395355224609375
1495127854.772519,1400,0.14011406898498535
1495128004.6107955,1600,0.1831589937210083
1495128154.3111217,1800,0.3501023054122925
1495128647.493123,2000,0.5705856084823608
1495128803.0422676,2200,0.6016854047775269
1495128955.5374804,2400,0.49898970127105713
1495129107.6502874,2600,0.563437819480896
1495129259.6815143,2800,0.8052901029586792
1495129760.0234733,3000,0.739233136177063
1495129921.828477,3200,0.6945705413818359
1495130073.2108097,3400,0.38013577461242676
1495130227.808309,3600,0.29539942741394043
1495130376.9655623,3800,0.765164852142334
1495130857.9246414,4000,0.3443995714187622
1495131023.5168188,4200,0.3946552276611328
1495131173.1646461,4400,0.3208428621292114
1495131309.484016,4600,0.31321120262145996
1495131459.9467964,4800,0.2952609062194824
1495131953.8714614,5000,0.40606194734573364
1495132116.1999793,5200,0.22556531429290771
1495132263.0276897,5400,0.42603540420532227
1495132411.3010592,5600,0.27014970779418945
1495132564.1072576,5800,0.30763041973114014
1495133062.0413597,6000,0.4058458209037781
1495133229.830811,6200,0.4938473701477051
1495133380.3349283,6400,0.5682633519172668
1495133534.7720191,6600,0.7059841156005859
1495133689.6571372,6800,0.8802075386047363
1495134194.6349876,7000,0.4791480302810669
1495134364.5102935,7200,0.6862216591835022
1495134523.3976884,7400,0.7937606573104858
1495134682.8694417,7600,0.8463746309280396
1495134837.7223775,7800,0.6403992176055908
1495135349.2928033,8000,0.6518889665603638
1495135518.384029,8200,0.46153199672698975
1495135679.1398213,8400,0.7932947278022766
1495135831.7164114,8600,0.9932543039321899
1495135988.557813,8800,0.6932471990585327
1495136497.4366162,9000,0.4438820481300354
1495136662.883854,9200,0.6938101053237915
1495136814.606041,9400,0.7944613695144653
1495136918.2777956,9600,0.9640438556671143
1495136997.2777443,9800,0.5589665770530701
1495137991.6429887,10000,0.9546608924865723
1495138078.8211956,10200,0.6951280236244202
1495138156.9212787,10400,0.9414434432983398
1495138235.361935,10600,0.9787118434906006
1495138319.1049814,10800,0.98260498046875
1495138607.4031203,11000,0.9784245491027832
1495138695.6047173,11200,0.7402264475822449
1495138776.3024764,11400,0.4014345407485962
1495138856.136805,11600,0.4590223431587219
1495138935.715573,11800,0.1661040186882019
1495139226.9649143,12000,1.0433462858200073
1495139322.2048638,12200,1.059840202331543
1495139402.5542276,12400,0.831212043762207
1495139482.4952366,12600,0.7460705041885376
1495139562.9608567,12800,0.21316123008728027
1495139853.9077585,13000,1.125903606414795
1495139998.1206331,13200,1.0639264583587646
1495140151.5461366,13400,0.8106421232223511
1495140308.1801524,13600,0.7148837447166443
1495140453.7198539,13800,0.5069659352302551
1495140955.8291025,14000,0.5695338249206543
1495141117.71217,14200,1.0401395559310913
1495141275.2572165,14400,0.3340483009815216
1495141428.3143342,14600,0.20060110092163086
1495141575.0063715,14800,0.15968585014343262
1495142075.2080784,15000,0.4832742214202881
1495142236.7015016,15200,0.37510138750076294
1495142395.887619,15400,0.7066245675086975
1495142556.548442,15600,0.6193621158599854
1495142716.3510613,15800,0.4422685503959656
1495143219.0698462,16000,0.30176711082458496
1495143375.6818883,16200,0.474384605884552
1495143532.041406,16400,0.16868352890014648
1495143684.9101856,16600,0.3045862317085266
1495143839.5422935,16800,0.34136348962783813
1495144343.838421,17000,1.1201632022857666
1495144500.895884,17200,0.6871020197868347
1495144658.7806907,17400,0.3270798325538635
1495144820.6930966,17600,0.34981173276901245
1495144981.1890426,17800,0.2311294674873352
1495145488.06011,18000,0.2990773916244507
1495145650.4804697,18200,0.0857018232345581
1495145808.6463675,18400,0.3410748243331909
1495145972.679729,18600,0.5067640542984009
1495146132.9150739,18800,0.502972424030304
1495146635.86437,19000,0.4560924172401428
1495146793.5547285,19200,1.228233814239502
1495146950.6301684,19400,0.6078544855117798
1495147111.7676759,19600,0.36945438385009766
1495147273.155853,19800,0.16568905115127563
1495148962.0660267,20000,0.31213825941085815
1495149130.0491762,20200,0.15334397554397583
1495149276.644895,20400,0.10143208503723145
1495149433.270023,20600,0.10909909009933472
1495149592.2003577,20800,0.07347983121871948
1495150096.4241087,21000,0.5276557207107544
1495150269.5576262,21200,0.5140562057495117
1495150424.0289283,21400,0.1689046025276184
1495150583.0555491,21600,0.671244740486145
1495150741.1769116,21800,0.29690366983413696
1495151241.00575,22000,0.5119359493255615
1495151410.5577095,22200,0.44731906056404114
1495151559.3666852,22400,0.13241398334503174
1495151716.9384956,22600,0.42319491505622864
1495151874.9939466,22800,0.44995981454849243
1495152374.643112,23000,0.5300789475440979
1495152546.36487,23200,0.45958465337753296
1495152694.7993948,23400,0.5366969108581543
1495152852.6126523,23600,0.3167988657951355
1495153008.9237516,23800,0.11578303575515747
1495153507.243508,24000,0.7226503491401672
1495153678.2597728,24200,0.33065032958984375
1495153828.6816304,24400,0.2832065224647522
1495153990.217745,24600,0.18465101718902588
1495154155.0467565,24800,0.10649126768112183
1495154647.9993224,25000,0.1052733063697815
1495154818.2695234,25200,0.19574671983718872
1495154964.3728683,25400,0.16779768466949463
1495155122.5449271,25600,0.11582690477371216
1495155280.661249,25800,0.066459059715271
1495155777.360513,26000,0.08398944139480591
1495155947.4867787,26200,0.19262343645095825
1495156100.2361937,26400,0.17216384410858154
1495156260.6091688,26600,0.15753209590911865
1495156421.0597708,26800,0.19512027502059937
1495156927.5090077,27000,0.037861526012420654
1495157099.1969895,27200,0.2790426015853882
1495157250.946308,27400,0.17999446392059326
1495157411.2566118,27600,0.30347663164138794
1495157571.3694227,27800,0.14727109670639038
1495158078.7148697,28000,0.3200082778930664
1495158252.9414463,28200,0.09680461883544922
1495158409.4938974,28400,0.014692246913909912
1495158572.3334045,28600,0.014632701873779297
1495158734.911306,28800,0.014582633972167969
1495159240.7625637,29000,0.014102339744567871
1495159415.6025107,29200,0.01585400104522705
1495159572.240644,29400,0.016101360321044922
1495159733.3064823,29600,0.01677018404006958
1495159894.9324358,29800,0.013401210308074951
1495161584.682529,30000,0.015643954277038574
1495161764.126486,30200,0.013527333736419678
1495161926.141586,30400,0.013164520263671875
1495162088.6308067,30600,0.012278437614440918
1495162253.10705,30800,0.015983641147613525
1495162762.067306,31000,0.01918041706085205
1495162940.232122,31200,0.014178574085235596
1495163089.075914,31400,0.023507118225097656
1495163252.670747,31600,0.018265128135681152
1495163414.366709,31800,0.01781541109085083
1495163924.4461892,32000,0.018581092357635498
1495164096.6422408,32200,0.010129332542419434
1495164250.228521,32400,0.014433145523071289
1495164415.6083295,32600,0.021121323108673096
1495164578.1495054,32800,0.022301554679870605
1495165087.325647,33000,0.012974560260772705
1495165267.3743913,33200,0.016390860080718994
1495165417.7010565,33400,0.014324784278869629
1495165583.2548976,33600,0.012974917888641357
1495165748.7742543,33800,0.0123138427734375
1495166249.5642986,34000,0.023803353309631348
1495166420.4911454,34200,0.015905559062957764
1495166568.4445603,34400,0.016342461109161377
1495166726.6558628,34600,0.013592720031738281
1495166885.3273346,34800,0.010007500648498535
1495167385.4488196,35000,0.02200835943222046
1495167552.1172779,35200,0.01205456256866455
1495167702.043936,35400,0.012635350227355957
1495167861.1798916,35600,0.025021731853485107
1495168021.1622326,35800,0.02499234676361084
1495168519.4123151,36000,0.01794612407684326
1495168695.342627,36200,0.01660233736038208
1495168855.958131,36400,0.014272212982177734
1495169018.6196394,36600,0.01525503396987915
1495169183.9701526,36800,0.012010753154754639
1495169691.5557134,37000,0.01543503999710083
1495169856.7643468,37200,0.010838925838470459
1495170017.3089802,37400,0.01719576120376587
1495170181.5108771,37600,0.012866735458374023
1495170347.1409538,37800,0.015485107898712158
1495170858.9072335,38000,0.013534307479858398
1495171025.8825083,38200,0.021993041038513184
1495171191.2108831,38400,0.014673888683319092
1495171356.5874507,38600,0.022633671760559082
1495171517.2935536,38800,0.01718813180923462
1495172033.0311096,39000,0.021568477153778076
1495172205.7680275,39200,0.016142547130584717
1495172370.7882204,39400,0.015916407108306885
1495172537.2943797,39600,0.014097511768341064
1495172696.679075,39800,0.023260653018951416
1495174378.4114463,40000,0.031911373138427734
1495174548.8202553,40200,0.021734893321990967
